Time	T_surf	T_magma	T_eqm	T_skin	F_int	F_atm	F_net	F_olr	F_sct	F_ins	gravity	Phi_global	RF_depth	M_core	M_mantle	M_mantle_solid	M_mantle_liquid	R_star	age_star	z_obs	transit_depth	contrast_ratio	P_surf	atm_kg_per_mol	H2O_mol_atm	H2O_mol_solid	H2O_mol_liquid	H2O_mol_total	H2O_kg_atm	H2O_kg_solid	H2O_kg_liquid	H2O_kg_total	H2O_vmr	H2O_bar	CO2_mol_atm	CO2_mol_solid	CO2_mol_liquid	CO2_mol_total	CO2_kg_atm	CO2_kg_solid	CO2_kg_liquid	CO2_kg_total	CO2_vmr	CO2_bar	H2_mol_atm	H2_mol_solid	H2_mol_liquid	H2_mol_total	H2_kg_atm	H2_kg_solid	H2_kg_liquid	H2_kg_total	H2_vmr	H2_bar	CH4_mol_atm	CH4_mol_solid	CH4_mol_liquid	CH4_mol_total	CH4_kg_atm	CH4_kg_solid	CH4_kg_liquid	CH4_kg_total	CH4_vmr	CH4_bar	CO_mol_atm	CO_mol_solid	CO_mol_liquid	CO_mol_total	CO_kg_atm	CO_kg_solid	CO_kg_liquid	CO_kg_total	CO_vmr	CO_bar	N2_mol_atm	N2_mol_solid	N2_mol_liquid	N2_mol_total	N2_kg_atm	N2_kg_solid	N2_kg_liquid	N2_kg_total	N2_vmr	N2_bar	S2_mol_atm	S2_mol_solid	S2_mol_liquid	S2_mol_total	S2_kg_atm	S2_kg_solid	S2_kg_liquid	S2_kg_total	S2_vmr	S2_bar	SO2_mol_atm	SO2_mol_solid	SO2_mol_liquid	SO2_mol_total	SO2_kg_atm	SO2_kg_solid	SO2_kg_liquid	SO2_kg_total	SO2_vmr	SO2_bar	H_kg_atm	H_kg_solid	H_kg_liquid	H_kg_total	O_kg_atm	O_kg_solid	O_kg_liquid	O_kg_total	C_kg_atm	C_kg_solid	C_kg_liquid	C_kg_total	N_kg_atm	N_kg_solid	N_kg_liquid	N_kg_total	S_kg_atm	S_kg_solid	S_kg_liquid	S_kg_total	H/O_atm	H/C_atm	H/N_atm	H/S_atm	O/C_atm	O/N_atm	O/S_atm	C/N_atm	C/S_atm	N/S_atm
1.029000e+03	2.033443e+03	2.033443e+03	2.798065e+02	2.352883e+02	2.418865e+05	2.325930e+05	9.293486e+03	2.327784e+05	2.317178e+01	1.029863e+03	9.819944e+00	8.089438e-01	4.500000e-01	1.935247e+24	4.208261e+24	8.040145e+23	3.404247e+24	6.165788e+08	1.000000e+08	6.371000e+06	1.067673e-04	4.096203e-07	4.521158e+01	1.801528e-02	1.303527e+22	0.000000e+00	6.657882e+23	6.788235e+23	2.348341e+20	0.000000e+00	1.199436e+22	1.222920e+22	1.000000e+00	4.521158e+01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.627911e+19	0.000000e+00	1.342229e+21	1.368508e+21	2.085513e+20	0.000000e+00	1.065195e+22	1.086050e+22	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.260079e-01	2.935609e+31	0.000000e+00	6.069268e+43	2.329703e+32	0.000000e+00	4.816578e+44	0.000000e+00	2.067464e+12	0.000000e+00
1.066000e+03	2.013472e+03	2.013472e+03	2.798065e+02	2.352883e+02	2.325930e+05	2.235820e+05	9.010954e+03	2.237674e+05	2.317178e+01	1.029863e+03	9.819944e+00	7.949006e-01	4.500000e-01	1.935247e+24	4.208261e+24	8.631118e+23	3.345149e+24	6.165788e+08	1.000000e+08	6.371000e+06	1.067673e-04	3.937511e-07	4.676036e+01	1.801528e-02	1.348185e+22	0.000000e+00	6.653417e+23	6.788235e+23	2.428793e+20	0.000000e+00	1.198632e+22	1.222920e+22	1.000000e+00	4.676036e+01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.717941e+19	0.000000e+00	1.341329e+21	1.368508e+21	2.156961e+20	0.000000e+00	1.064480e+22	1.086050e+22	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.260079e-01	2.935609e+31	0.000000e+00	6.069268e+43	2.329703e+32	0.000000e+00	4.816578e+44	0.000000e+00	2.067464e+12	0.000000e+00
1.099000e+03	1.993489e+03	1.993489e+03	2.798065e+02	2.352883e+02	2.235820e+05	2.148302e+05	8.751757e+03	2.150156e+05	2.317178e+01	1.029863e+03	9.819944e+00	7.825306e-01	4.500000e-01	1.935247e+24	4.208261e+24	9.151682e+23	3.293093e+24	6.165788e+08	1.000000e+08	6.371000e+06	1.067673e-04	3.783382e-07	4.819060e+01	1.801528e-02	1.389424e+22	0.000000e+00	6.649293e+23	6.788235e+23	2.503087e+20	0.000000e+00	1.197889e+22	1.222920e+22	1.000000e+00	4.819060e+01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.801080e+19	0.000000e+00	1.340497e+21	1.368508e+21	2.222940e+20	0.000000e+00	1.063820e+22	1.086050e+22	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.260079e-01	2.935609e+31	0.000000e+00	6.069268e+43	2.329703e+32	0.000000e+00	4.816578e+44	0.000000e+00	2.067464e+12	0.000000e+00
1.164000e+03	1.973589e+03	1.973589e+03	2.798065e+02	2.352883e+02	2.148302e+05	2.063721e+05	8.458097e+03	2.065575e+05	2.317178e+01	1.029863e+03	9.819944e+00	7.590044e-01	4.500000e-01	1.935247e+24	4.208261e+24	1.014173e+24	3.194089e+24	6.165788e+08	1.000000e+08	6.371000e+06	1.067673e-04	3.634426e-07	5.109539e+01	1.801528e-02	1.473177e+22	0.000000e+00	6.640917e+23	6.788235e+23	2.653970e+20	0.000000e+00	1.196380e+22	1.222920e+22	1.000000e+00	5.109539e+01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.969925e+19	0.000000e+00	1.338809e+21	1.368508e+21	2.356936e+20	0.000000e+00	1.062480e+22	1.086050e+22	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.260079e-01	2.935609e+31	0.000000e+00	6.069268e+43	2.329703e+32	0.000000e+00	4.816578e+44	0.000000e+00	2.067464e+12	0.000000e+00
1.259000e+03	1.953970e+03	1.953970e+03	2.798065e+02	2.352883e+02	2.063721e+05	1.982805e+05	8.091581e+03	1.984659e+05	2.317178e+01	1.029863e+03	9.819944e+00	7.256418e-01	4.500000e-01	1.935247e+24	4.208261e+24	1.154571e+24	3.053690e+24	6.165788e+08	1.000000e+08	6.371000e+06	1.067673e-04	3.491925e-07	5.567948e+01	1.801528e-02	1.605347e+22	0.000000e+00	6.627700e+23	6.788235e+23	2.892078e+20	0.000000e+00	1.193999e+22	1.222920e+22	1.000000e+00	5.567948e+01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.236380e+19	0.000000e+00	1.336144e+21	1.368508e+21	2.568395e+20	0.000000e+00	1.060366e+22	1.086050e+22	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.260079e-01	2.935609e+31	0.000000e+00	6.069268e+43	2.329703e+32	0.000000e+00	4.816578e+44	0.000000e+00	2.067464e+12	0.000000e+00
1.357000e+03	1.934509e+03	1.934509e+03	2.798065e+02	2.352883e+02	1.982805e+05	1.904914e+05	7.789135e+03	1.906767e+05	2.317178e+01	1.029863e+03	9.819944e+00	6.927461e-01	4.500000e-01	1.935247e+24	4.208261e+24	1.293005e+24	2.915257e+24	6.165788e+08	1.000000e+08	6.371000e+06	1.067673e-04	3.354750e-07	6.082009e+01	1.801528e-02	1.753562e+22	0.000000e+00	6.612879e+23	6.788235e+23	3.159092e+20	0.000000e+00	1.191329e+22	1.222920e+22	1.000000e+00	6.082009e+01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.535182e+19	0.000000e+00	1.333156e+21	1.368508e+21	2.805525e+20	0.000000e+00	1.057995e+22	1.086050e+22	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.260079e-01	2.935609e+31	0.000000e+00	6.069268e+43	2.329703e+32	0.000000e+00	4.816578e+44	0.000000e+00	2.067464e+12	0.000000e+00
1.458000e+03	1.915168e+03	1.915168e+03	2.798065e+02	2.352883e+02	1.904914e+05	1.829795e+05	7.511862e+03	1.831649e+05	2.317178e+01	1.029863e+03	9.819944e+00	6.600883e-01	4.500000e-01	1.935247e+24	4.208261e+24	1.430437e+24	2.777824e+24	6.165788e+08	1.000000e+08	6.371000e+06	1.067673e-04	3.222458e-07	6.664716e+01	1.801528e-02	1.921570e+22	0.000000e+00	6.596078e+23	6.788235e+23	3.461761e+20	0.000000e+00	1.188302e+22	1.222920e+22	1.000000e+00	6.664716e+01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.873884e+19	0.000000e+00	1.329769e+21	1.368508e+21	3.074319e+20	0.000000e+00	1.055307e+22	1.086050e+22	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.260079e-01	2.935609e+31	0.000000e+00	6.069268e+43	2.329703e+32	0.000000e+00	4.816578e+44	0.000000e+00	2.067464e+12	0.000000e+00
1.562000e+03	1.896106e+03	1.896106e+03	2.798065e+02	2.352883e+02	1.829795e+05	1.757952e+05	7.184288e+03	1.759806e+05	2.317178e+01	1.029863e+03	9.819944e+00	6.279314e-01	4.500000e-01	1.935247e+24	4.208261e+24	1.565762e+24	2.642499e+24	6.165788e+08	1.000000e+08	6.371000e+06	1.067673e-04	3.095935e-07	7.322514e+01	1.801528e-02	2.111227e+22	0.000000e+00	6.577113e+23	6.788235e+23	3.803434e+20	0.000000e+00	1.184885e+22	1.222920e+22	1.000000e+00	7.322514e+01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.256233e+19	0.000000e+00	1.325946e+21	1.368508e+21	3.377752e+20	0.000000e+00	1.052272e+22	1.086050e+22	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.260079e-01	2.935609e+31	0.000000e+00	6.069268e+43	2.329703e+32	0.000000e+00	4.816578e+44	0.000000e+00	2.067464e+12	0.000000e+00
1.669000e+03	1.877209e+03	1.877209e+03	2.798065e+02	2.352883e+02	1.757952e+05	1.688839e+05	6.911310e+03	1.690693e+05	2.317178e+01	1.029863e+03	9.819944e+00	5.960785e-01	4.500000e-01	1.935247e+24	4.208261e+24	1.699807e+24	2.508454e+24	6.165788e+08	1.000000e+08	6.371000e+06	1.067673e-04	2.974220e-07	8.072662e+01	1.801528e-02	2.327510e+22	0.000000e+00	6.555484e+23	6.788235e+23	4.193074e+20	0.000000e+00	1.180989e+22	1.222920e+22	1.000000e+00	8.072662e+01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.692260e+19	0.000000e+00	1.321586e+21	1.368508e+21	3.723783e+20	0.000000e+00	1.048812e+22	1.086050e+22	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.260079e-01	2.935609e+31	0.000000e+00	6.069268e+43	2.329703e+32	0.000000e+00	4.816578e+44	0.000000e+00	2.067464e+12	0.000000e+00
1.772000e+03	1.859597e+03	1.859597e+03	2.798065e+02	2.352883e+02	1.688839e+05	1.626279e+05	6.256024e+03	1.628133e+05	2.317178e+01	1.029863e+03	9.819944e+00	5.664129e-01	4.500000e-01	1.935247e+24	4.208261e+24	1.824648e+24	2.383614e+24	6.165788e+08	1.000000e+08	6.371000e+06	1.067673e-04	2.864045e-07	8.877244e+01	1.801528e-02	2.559488e+22	0.000000e+00	6.532286e+23	6.788235e+23	4.610989e+20	0.000000e+00	1.176810e+22	1.222920e+22	1.000000e+00	8.877244e+01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.159927e+19	0.000000e+00	1.316909e+21	1.368508e+21	4.094924e+20	0.000000e+00	1.045101e+22	1.086050e+22	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.260079e-01	2.935609e+31	0.000000e+00	6.069268e+43	2.329703e+32	0.000000e+00	4.816578e+44	0.000000e+00	2.067464e+12	0.000000e+00
1.881000e+03	1.841723e+03	1.841723e+03	2.798065e+02	2.352883e+02	1.626279e+05	1.564577e+05	6.170187e+03	1.566431e+05	2.317178e+01	1.029863e+03	9.819944e+00	5.363244e-01	4.362107e-01	1.935247e+24	4.208261e+24	1.951268e+24	2.256993e+24	6.165788e+08	1.000000e+08	6.371000e+06	1.067673e-04	2.755382e-07	9.819085e+01	1.801528e-02	2.831040e+22	0.000000e+00	6.505131e+23	6.788235e+23	5.100197e+20	0.000000e+00	1.171918e+22	1.222920e+22	1.000000e+00	9.819085e+01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.707376e+19	0.000000e+00	1.311434e+21	1.368508e+21	4.529380e+20	0.000000e+00	1.040756e+22	1.086050e+22	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.260079e-01	2.935609e+31	0.000000e+00	6.069268e+43	2.329703e+32	0.000000e+00	4.816578e+44	0.000000e+00	2.067464e+12	0.000000e+00
