age,lum
4.932454e-04,3.221069e+00
5.008769e-04,3.184198e+00
5.165365e-04,3.111716e+00
5.245658e-04,3.076097e+00
5.410433e-04,3.013006e+00
5.494915e-04,2.978516e+00
5.668250e-04,2.910717e+00
5.757156e-04,2.877398e+00
5.939529e-04,2.811901e+00
6.033065e-04,2.779713e+00
6.224966e-04,2.716439e+00
6.323376e-04,2.685344e+00
6.525278e-04,2.624219e+00
6.628817e-04,2.600160e+00
6.841274e-04,2.540973e+00
6.950227e-04,2.511886e+00
7.173763e-04,2.454709e+00
7.288413e-04,2.426610e+00
7.405033e-04,2.398833e+00
7.644252e-04,2.344229e+00
7.766941e-04,2.317395e+00
8.018627e-04,2.264644e+00
8.147718e-04,2.238721e+00
8.412537e-04,2.187762e+00
8.548384e-04,2.162719e+00
8.827038e-04,2.113489e+00
8.969970e-04,2.089296e+00
9.115343e-04,2.065380e+00
9.413584e-04,2.018366e+00
9.566630e-04,1.995262e+00
9.880502e-04,1.949845e+00
1.004151e-03,1.927525e+00
1.037201e-03,1.883649e+00
1.054149e-03,1.862087e+00
1.071391e-03,1.840772e+00
1.106769e-03,1.798871e+00
1.124921e-03,1.778279e+00
1.162171e-03,1.737801e+00
1.181280e-03,1.717908e+00
1.200729e-03,1.694338e+00
1.240629e-03,1.655770e+00
1.261110e-03,1.636817e+00
1.303140e-03,1.599558e+00
1.324711e-03,1.581248e+00
1.346651e-03,1.563148e+00
1.391692e-03,1.527566e+00
1.414800e-03,1.510080e+00
1.462231e-03,1.475707e+00
1.486569e-03,1.458814e+00
1.511319e-03,1.442115e+00
1.562140e-03,1.409289e+00
1.588210e-03,1.393157e+00
1.641701e-03,1.361445e+00
1.669141e-03,1.342765e+00
1.697051e-03,1.327394e+00
1.754309e-03,1.297179e+00
1.783680e-03,1.282331e+00
1.843928e-03,1.253141e+00
1.874839e-03,1.238797e+00
1.906259e-03,1.224616e+00
1.970752e-03,1.196741e+00
2.003821e-03,1.183042e+00
2.037469e-03,1.169499e+00
2.100202e-03,1.145513e+00
2.134411e-03,1.132400e+00
2.197141e-03,1.109175e+00
2.249422e-03,1.091440e+00
2.301691e-03,1.073989e+00
2.353970e-03,1.056818e+00
2.405542e-03,1.039920e+00
2.457938e-03,1.025652e+00
2.506750e-03,1.011579e+00
2.565411e-03,9.954054e-01
2.626231e-03,9.794900e-01
2.698261e-03,9.594006e-01
2.766579e-03,9.440609e-01
2.837952e-03,9.268298e-01
2.884662e-03,9.162205e-01
2.983953e-03,8.953648e-01
3.034967e-03,8.851156e-01
3.086953e-03,8.749838e-01
3.193854e-03,8.550667e-01
3.248808e-03,8.452788e-01
3.304837e-03,8.356030e-01
3.420133e-03,8.147043e-01
3.479469e-03,8.053784e-01
3.539973e-03,7.961594e-01
3.664570e-03,7.780366e-01
3.728748e-03,7.691304e-01
3.794224e-03,7.603263e-01
3.928394e-03,7.430191e-01
3.996870e-03,7.345139e-01
4.066287e-03,7.261060e-01
4.207983e-03,7.112135e-01
4.280268e-03,7.030723e-01
4.427769e-03,6.886523e-01
4.502990e-03,6.807694e-01
4.579204e-03,6.729767e-01
4.734640e-03,6.591739e-01
4.813877e-03,6.531306e-01
4.894136e-03,6.456542e-01
5.057757e-03,6.338697e-01
5.141123e-03,6.280584e-01
5.310984e-03,6.151769e-01
5.397479e-03,6.095369e-01
5.485043e-03,6.039486e-01
5.663319e-03,5.929253e-01
5.754055e-03,5.874894e-01
5.938736e-03,5.767665e-01
6.032690e-03,5.727960e-01
6.223834e-03,5.623413e-01
6.321047e-03,5.584702e-01
6.518715e-03,5.495409e-01
6.619208e-03,5.445027e-01
6.823465e-03,5.357967e-01
6.927236e-03,5.321083e-01
7.138073e-03,5.248075e-01
7.245127e-03,5.211947e-01
