age,lum
4.906739e-04,1.482518e+00
5.055219e-04,1.445440e+00
5.131402e-04,1.428894e+00
5.287690e-04,1.396368e+00
5.367882e-04,1.380384e+00
5.532380e-04,1.348963e+00
5.616775e-04,1.333521e+00
5.789912e-04,1.303167e+00
5.878723e-04,1.288250e+00
6.060898e-04,1.258925e+00
6.154333e-04,1.244515e+00
6.346028e-04,1.213389e+00
6.444333e-04,1.199499e+00
6.646041e-04,1.172195e+00
6.749444e-04,1.158777e+00
6.961615e-04,1.132400e+00
7.070400e-04,1.119438e+00
7.293567e-04,1.093956e+00
7.407983e-04,1.081434e+00
7.642686e-04,1.056818e+00
7.763025e-04,1.044720e+00
8.009824e-04,1.018591e+00
8.136301e-04,1.006932e+00
8.395721e-04,9.840111e-01
8.528684e-04,9.727472e-01
8.801324e-04,9.506048e-01
8.941039e-04,9.397233e-01
9.227563e-04,9.183326e-01
9.374390e-04,9.057326e-01
9.675468e-04,8.851156e-01
9.829739e-04,8.749838e-01
9.986631e-04,8.649679e-01
1.030820e-03,8.452788e-01
1.047300e-03,8.356030e-01
1.081090e-03,8.147043e-01
1.098401e-03,8.053784e-01
1.133911e-03,7.870458e-01
1.152110e-03,7.780366e-01
1.189449e-03,7.585776e-01
1.208579e-03,7.498942e-01
1.228041e-03,7.413102e-01
1.267970e-03,7.244360e-01
1.288451e-03,7.161434e-01
1.330461e-03,6.982324e-01
1.352010e-03,6.902398e-01
1.396230e-03,6.745280e-01
1.418930e-03,6.652732e-01
1.465490e-03,6.501297e-01
1.489399e-03,6.426877e-01
1.513711e-03,6.353309e-01
1.563641e-03,6.194411e-01
1.589260e-03,6.123504e-01
1.641860e-03,5.984116e-01
1.668860e-03,5.902011e-01
1.696340e-03,5.834451e-01
1.752758e-03,5.701643e-01
1.781718e-03,5.623413e-01
1.841200e-03,5.495409e-01
1.871721e-03,5.432503e-01
1.902791e-03,5.357967e-01
1.966600e-03,5.236004e-01
1.999351e-03,5.164164e-01
2.066612e-03,5.046613e-01
2.101130e-03,4.977371e-01
2.136259e-03,4.920395e-01
2.208411e-03,4.797334e-01
2.245432e-03,4.742420e-01
2.321438e-03,4.634469e-01
2.360429e-03,4.570882e-01
2.400109e-03,4.518559e-01
2.481573e-03,4.405549e-01
2.523347e-03,4.355119e-01
2.565872e-03,4.295364e-01
2.653133e-03,4.197590e-01
2.697901e-03,4.139997e-01
2.789793e-03,4.045759e-01
2.836939e-03,3.990249e-01
2.884902e-03,3.944573e-01
2.983362e-03,3.845918e-01
3.033877e-03,3.801894e-01
3.085283e-03,3.749730e-01
3.190810e-03,3.655948e-01
3.244980e-03,3.614099e-01
3.356194e-03,3.523709e-01
3.413289e-03,3.483373e-01
3.471411e-03,3.435579e-01
3.590782e-03,3.349654e-01
3.652078e-03,3.311311e-01
3.714471e-03,3.265878e-01
3.842696e-03,3.191538e-01
3.902546e-03,3.155005e-01
4.006683e-03,3.104560e-01
4.095576e-03,3.054921e-01
4.173448e-03,3.013006e-01
4.275068e-03,2.964831e-01
4.363179e-03,2.924152e-01
4.465355e-03,2.877398e-01
4.575178e-03,2.831392e-01
4.670474e-03,2.792544e-01
4.786147e-03,2.747894e-01
4.886546e-03,2.710192e-01
5.010730e-03,2.660725e-01
5.118244e-03,2.624219e-01
5.239828e-03,2.582260e-01
5.361323e-03,2.540973e-01
5.487683e-03,2.500345e-01
5.615469e-03,2.460368e-01
5.744127e-03,2.421029e-01
5.878615e-03,2.382319e-01
6.016086e-03,2.344229e-01
6.154886e-03,2.306747e-01
6.297686e-03,2.269865e-01
6.443221e-03,2.233572e-01
6.595565e-03,2.197860e-01
6.748931e-03,2.162719e-01
6.904115e-03,2.128139e-01
7.067487e-03,2.094112e-01
7.265793e-03,2.055891e-01
7.466052e-03,2.013724e-01
7.675205e-03,1.976970e-01
7.808004e-03,1.954339e-01
7.943319e-03,1.927525e-01
8.221120e-03,1.883649e-01
8.363653e-03,1.862087e-01
8.508715e-03,1.840772e-01
8.806574e-03,1.794734e-01
8.959505e-03,1.774189e-01
9.115154e-03,1.753881e-01
9.434937e-03,1.710015e-01
9.599177e-03,1.690441e-01
9.766456e-03,1.671091e-01
1.011030e-02,1.629296e-01
1.028701e-02,1.610646e-01
1.046699e-02,1.592209e-01
1.083740e-02,1.552387e-01
1.102790e-02,1.534617e-01
1.122210e-02,1.517050e-01
1.162190e-02,1.479108e-01
1.182780e-02,1.462177e-01
1.203780e-02,1.445440e-01
1.247050e-02,1.409289e-01
1.269349e-02,1.393157e-01
1.292109e-02,1.374042e-01
1.315349e-02,1.358313e-01
1.363289e-02,1.327394e-01
1.388030e-02,1.309182e-01
1.413299e-02,1.294196e-01
1.465089e-02,1.264736e-01
1.491540e-02,1.247384e-01
1.518361e-02,1.233105e-01
1.545571e-02,1.218990e-01
1.601109e-02,1.191242e-01
1.629450e-02,1.177606e-01
1.658189e-02,1.164126e-01
1.716821e-02,1.140250e-01
1.746731e-02,1.127197e-01
1.777039e-02,1.116863e-01
1.838849e-02,1.091440e-01
1.870372e-02,1.081434e-01
1.902291e-02,1.069055e-01
1.967379e-02,1.049542e-01
2.000548e-02,1.037528e-01
2.068140e-02,1.018591e-01
2.102568e-02,1.009253e-01
2.137421e-02,1.000000e-01
2.208411e-02,9.817479e-02
2.244549e-02,9.727472e-02
2.318168e-02,9.549926e-02
2.355640e-02,9.462372e-02
2.393569e-02,9.397233e-02
2.470808e-02,9.246982e-02
2.510117e-02,9.162205e-02
2.590151e-02,9.015711e-02
2.630868e-02,8.953648e-02
2.713732e-02,8.810489e-02
2.755859e-02,8.749838e-02
2.841561e-02,8.629785e-02
2.885127e-02,8.570378e-02
2.973740e-02,8.472274e-02
3.018798e-02,8.413951e-02
3.110420e-02,8.298508e-02
3.157003e-02,8.260379e-02
3.251749e-02,8.165824e-02
3.348652e-02,8.072350e-02
3.397919e-02,8.035261e-02
3.498147e-02,7.943282e-02
3.549098e-02,7.906786e-02
3.652717e-02,7.834296e-02
3.758668e-02,7.762471e-02
3.812554e-02,7.726806e-02
3.922157e-02,7.673615e-02
3.977901e-02,7.638358e-02
4.091335e-02,7.585776e-02
4.207441e-02,7.550922e-02
4.266532e-02,7.516229e-02
4.386852e-02,7.481695e-02
4.510129e-02,7.447320e-02
4.572914e-02,7.430191e-02
4.700857e-02,7.413102e-02
4.832112e-02,7.396053e-02
4.899018e-02,7.396053e-02
5.035563e-02,7.396053e-02
5.175925e-02,7.396053e-02
5.247615e-02,7.396053e-02
5.394212e-02,7.396053e-02
5.545236e-02,7.413102e-02
5.622494e-02,7.430191e-02
5.780694e-02,7.447320e-02
5.944099e-02,7.481695e-02
6.027858e-02,7.481695e-02
6.199776e-02,7.533556e-02
6.377934e-02,7.585776e-02
6.469445e-02,7.620790e-02
6.657743e-02,7.691304e-02
6.754668e-02,7.709035e-02
6.952692e-02,7.780366e-02
7.157428e-02,7.852356e-02
7.261561e-02,7.888601e-02
7.476219e-02,7.961594e-02
7.586405e-02,7.998343e-02
7.815432e-02,8.072350e-02
7.932773e-02,8.109611e-02
8.166651e-02,8.165824e-02
8.306862e-02,8.203515e-02
8.615292e-02,8.241381e-02
8.732146e-02,8.260379e-02
8.965386e-02,8.260379e-02
9.199432e-02,8.260379e-02
9.316912e-02,8.241381e-02
9.553115e-02,8.203515e-02
9.791517e-02,8.147043e-02
1.003270e-01,8.072350e-02
1.027739e-01,7.979947e-02
1.052621e-01,7.870458e-02
1.077981e-01,7.744618e-02
1.103870e-01,7.603263e-02
1.130340e-01,7.481695e-02
1.157399e-01,7.345139e-02
1.185070e-01,7.211075e-02
1.215979e-01,7.079458e-02
1.236221e-01,7.014553e-02
1.260500e-01,6.934258e-02
1.289639e-01,6.870684e-02
