# Spectrum of hd97658 (muscles) at 1 AU
# WL(nm)	Flux(ergs/cm**2/s/nm)
2.0799280e+02	7.3019829e-01 
2.0809280e+02	7.1193752e-01 
2.0819280e+02	7.7116461e-01 
2.0829280e+02	9.0759585e-01 
2.0839280e+02	6.6462319e-01 
2.0849280e+02	3.3381387e-01 
2.0859280e+02	7.0312716e-02 
2.0869280e+02	1.0218866e+00 
2.0879280e+02	4.5847562e-01 
2.0889280e+02	7.9883248e-02 
2.0899280e+02	3.0023139e-03 
2.0909280e+02	3.0023139e-03 
2.0919280e+02	6.7945207e-01 
2.0929280e+02	4.0217635e-03 
2.0939280e+02	3.6709774e-02 
2.0949280e+02	1.0981609e-01 
2.0959280e+02	1.3024647e+00 
2.0969280e+02	8.5052009e-01 
2.0979280e+02	1.0929021e+00 
2.0989280e+02	1.5692800e+00 
2.0999280e+02	7.6796467e-01 
2.1009280e+02	3.0209149e-01 
2.1019280e+02	1.3466922e+00 
2.1029280e+02	1.5801266e+00 
2.1039280e+02	1.0579471e+00 
2.1049280e+02	1.4525806e+00 
2.1059280e+02	2.0065494e+00 
2.1069280e+02	7.6345848e-01 
2.1079280e+02	1.6270808e+00 
2.1089280e+02	5.4477960e-01 
2.1099280e+02	8.6480515e-01 
2.1109280e+02	6.7572435e-01 
2.1119280e+02	1.7112504e+00 
2.1129280e+02	2.1203588e+00 
2.1139280e+02	2.6705605e-01 
2.1149280e+02	5.0253778e-01 
2.1159280e+02	3.0338840e-01 
2.1169280e+02	1.1732420e+00 
2.1179280e+02	1.8115209e+00 
2.1189280e+02	7.1535683e-01 
2.1199280e+02	1.5440457e+00 
2.1209280e+02	1.7705163e+00 
2.1219280e+02	1.9011545e+00 
2.1229280e+02	1.1570755e+00 
2.1239280e+02	1.3939274e+00 
2.1249280e+02	7.0460014e-01 
2.1259280e+02	1.1716843e+00 
2.1269280e+02	1.2654433e+00 
2.1279280e+02	1.8893918e+00 
2.1289280e+02	1.7509953e+00 
2.1299280e+02	9.7205221e-01 
2.1309280e+02	1.4392601e+00 
2.1319280e+02	1.4864279e+00 
2.1329280e+02	1.4385685e+00 
2.1339280e+02	2.0174686e+00 
2.1349280e+02	1.0357979e+00 
2.1359280e+02	1.9412034e+00 
2.1369280e+02	5.8060896e-01 
2.1379280e+02	2.5432096e+00 
2.1389280e+02	1.1796801e+00 
2.1399280e+02	1.7696278e+00 
2.1409280e+02	2.4716568e+00 
2.1419280e+02	2.7754611e+00 
2.1429280e+02	1.8458423e+00 
2.1439280e+02	3.1351328e+00 
2.1449280e+02	2.0963392e+00 
2.1459280e+02	1.9713599e+00 
2.1469280e+02	1.1593904e+00 
2.1479280e+02	6.8605838e-01 
2.1489280e+02	1.5856788e+00 
2.1499280e+02	2.1853044e+00 
2.1509280e+02	1.4975928e+00 
2.1519280e+02	1.3292769e+00 
2.1529280e+02	1.4077352e+00 
2.1539280e+02	2.0464393e+00 
2.1549280e+02	2.5362690e+00 
2.1559280e+02	1.9563017e+00 
2.1569280e+02	1.7803316e+00 
2.1579280e+02	8.9545828e-01 
2.1589280e+02	5.5735193e-01 
2.1599280e+02	1.2654196e+00 
2.1609280e+02	7.9011800e-01 
2.1619280e+02	1.3933527e+00 
2.1629280e+02	1.3645437e+00 
2.1639280e+02	1.5829346e+00 
2.1649280e+02	1.0731348e+00 
2.1659280e+02	2.8131498e+00 
2.1669280e+02	1.5675824e+00 
2.1679280e+02	2.3444326e+00 
2.1689280e+02	1.4489892e+00 
2.1699280e+02	1.3007033e+00 
2.1709280e+02	1.6052042e+00 
2.1719280e+02	2.0301329e+00 
2.1729280e+02	2.0232593e+00 
2.1739280e+02	1.7303658e+00 
2.1749280e+02	2.1973459e+00 
2.1759280e+02	1.8417713e+00 
2.1769280e+02	2.1275707e+00 
2.1779280e+02	1.8406220e+00 
2.1789280e+02	6.1415671e-01 
2.1799280e+02	2.2938092e+00 
2.1809280e+02	2.3187317e+00 
2.1819280e+02	2.0709096e+00 
2.1829280e+02	1.5539462e+00 
2.1839280e+02	1.5562079e+00 
2.1849280e+02	1.1697459e+00 
2.1859280e+02	1.7985712e+00 
2.1869280e+02	1.9096116e+00 
2.1879280e+02	9.0973334e-01 
2.1889280e+02	3.0293389e+00 
2.1899280e+02	1.6270802e+00 
2.1909280e+02	3.7261835e+00 
2.1919280e+02	1.3895208e+00 
2.1929280e+02	2.1219100e+00 
2.1939280e+02	2.7705696e+00 
2.1949280e+02	2.2134137e+00 
2.1959280e+02	2.0312062e+00 
2.1969280e+02	1.4875486e+00 
2.1979280e+02	2.7302159e+00 
2.1989280e+02	3.1043160e+00 
2.1999280e+02	2.2643679e+00 
2.2009280e+02	1.8007569e+00 
2.2019280e+02	1.7162446e+00 
2.2029280e+02	3.2779250e+00 
2.2039280e+02	4.2243799e+00 
2.2049280e+02	1.7028713e+00 
2.2059280e+02	2.6643919e+00 
2.2069280e+02	3.1572678e+00 
2.2079280e+02	2.2135027e+00 
2.2089280e+02	1.1088528e+00 
2.2099280e+02	2.8493604e+00 
2.2109280e+02	1.7498429e+00 
2.2119280e+02	1.3374125e+00 
2.2129280e+02	1.4599914e+00 
2.2139280e+02	2.7085574e+00 
2.2149280e+02	2.4157015e+00 
2.2159280e+02	2.6671679e+00 
2.2169280e+02	2.2821867e+00 
2.2179280e+02	1.3500642e+00 
2.2189280e+02	1.6784182e+00 
2.2199280e+02	2.4319445e+00 
2.2209280e+02	2.4349409e+00 
2.2219280e+02	2.0887935e+00 
2.2229280e+02	2.1301678e+00 
2.2239280e+02	1.5963682e+00 
2.2249280e+02	2.4281978e+00 
2.2259280e+02	2.9071615e+00 
2.2269280e+02	2.9281572e+00 
2.2279280e+02	2.4864657e+00 
2.2289280e+02	2.6777973e+00 
2.2299280e+02	2.8523529e+00 
2.2309280e+02	2.9314237e+00 
2.2319280e+02	2.6522223e+00 
2.2329280e+02	3.9395987e+00 
2.2339280e+02	6.0216501e+00 
2.2349280e+02	4.2735869e+00 
2.2359280e+02	5.0391564e+00 
2.2369280e+02	3.3647966e+00 
2.2379280e+02	3.5530389e+00 
2.2389280e+02	2.4978678e+00 
2.2399280e+02	3.9349188e+00 
2.2409280e+02	4.2182017e+00 
2.2419280e+02	3.5951445e+00 
2.2429280e+02	2.9824344e+00 
2.2439280e+02	3.7923266e+00 
2.2449280e+02	2.6696712e+00 
2.2459280e+02	3.8024117e+00 
2.2469280e+02	3.9893930e+00 
2.2479280e+02	3.7912673e+00 
2.2489280e+02	4.1618634e+00 
2.2499280e+02	3.3629883e+00 
2.2509280e+02	3.6492690e+00 
2.2519280e+02	2.6244454e+00 
2.2529280e+02	3.9915224e+00 
2.2539280e+02	4.1167606e+00 
2.2549280e+02	4.1696182e+00 
2.2559280e+02	3.7181616e+00 
2.2569280e+02	2.6829383e+00 
2.2579280e+02	2.8670854e+00 
2.2589280e+02	2.1861708e+00 
2.2599280e+02	2.0140016e+00 
2.2609280e+02	4.0811730e+00 
2.2619280e+02	2.2495606e+00 
2.2629280e+02	3.2459813e+00 
2.2639280e+02	3.0548712e+00 
2.2649280e+02	2.1683345e+00 
2.2659280e+02	2.0059492e+00 
2.2669280e+02	3.1800728e+00 
2.2679280e+02	2.5701049e+00 
2.2689280e+02	3.0923013e+00 
2.2699280e+02	2.2780759e+00 
2.2709280e+02	2.3852247e+00 
2.2719280e+02	2.7114933e+00 
2.2729280e+02	3.2707126e+00 
2.2739280e+02	3.0703638e+00 
2.2749280e+02	2.0527393e+00 
2.2759280e+02	2.1809994e+00 
2.2769280e+02	1.6761109e+00 
2.2779280e+02	2.4882579e+00 
2.2789280e+02	3.0919489e+00 
2.2799280e+02	3.4918392e+00 
2.2809280e+02	3.3604876e+00 
2.2819280e+02	4.0682359e+00 
2.2829280e+02	5.0571373e+00 
2.2839280e+02	2.8301046e+00 
2.2849280e+02	3.1465140e+00 
2.2859280e+02	4.7901087e+00 
2.2869280e+02	3.8283703e+00 
2.2879280e+02	1.9947366e+00 
2.2889280e+02	4.3277776e+00 
2.2899280e+02	3.1227435e+00 
2.2909280e+02	2.6430382e+00 
2.2919280e+02	2.7930787e+00 
2.2929280e+02	3.2434420e+00 
2.2939280e+02	4.6034601e+00 
2.2949280e+02	3.2650284e+00 
2.2959280e+02	4.4993459e+00 
2.2969280e+02	5.4069262e+00 
2.2979280e+02	3.7188722e+00 
2.2989280e+02	2.3328668e+00 
2.2999280e+02	2.5551681e+00 
2.3009280e+02	2.8679143e+00 
2.3019280e+02	2.7939216e+00 
2.3029280e+02	3.5798078e+00 
2.3039280e+02	2.2444836e+00 
2.3049280e+02	3.1996797e+00 
2.3059280e+02	3.7185891e+00 
2.3069280e+02	4.8565046e+00 
2.3079280e+02	4.9929669e+00 
2.3089280e+02	4.4080448e+00 
2.3099280e+02	3.0313145e+00 
2.3109280e+02	3.0853152e+00 
2.3119280e+02	2.3680766e+00 
2.3129280e+02	3.0173492e+00 
2.3139280e+02	2.5760084e+00 
2.3149280e+02	3.5089804e+00 
2.3159280e+02	5.0161912e+00 
2.3169280e+02	4.4420028e+00 
2.3179280e+02	3.4105516e+00 
2.3189280e+02	4.8055712e+00 
2.3199280e+02	4.1308040e+00 
2.3209280e+02	1.5328480e+00 
2.3219280e+02	3.4226459e+00 
2.3229280e+02	3.8022246e+00 
2.3239280e+02	5.3407356e+00 
2.3249280e+02	5.2857671e+00 
2.3259280e+02	4.4250409e+00 
2.3269280e+02	3.1837464e+00 
2.3279280e+02	3.9793253e+00 
2.3289280e+02	4.1707591e+00 
2.3299280e+02	3.6113774e+00 
2.3309280e+02	4.0839760e+00 
2.3319280e+02	4.6318892e+00 
2.3329280e+02	3.8732596e+00 
2.3339280e+02	3.5356525e+00 
2.3349280e+02	5.5935223e+00 
2.3359280e+02	5.7658377e+00 
2.3369280e+02	4.6608111e+00 
2.3379280e+02	3.6528832e+00 
2.3389280e+02	3.0853447e+00 
2.3399280e+02	3.4944834e+00 
2.3409280e+02	5.8441730e+00 
2.3419280e+02	5.3253347e+00 
2.3429280e+02	5.6505340e+00 
2.3439280e+02	3.3342098e+00 
2.3449280e+02	3.9397998e+00 
2.3459280e+02	3.2640229e+00 
2.3469280e+02	3.4770743e+00 
2.3479280e+02	3.2072831e+00 
2.3489280e+02	3.7545713e+00 
2.3499280e+02	4.4491462e+00 
2.3509280e+02	5.6248928e+00 
2.3519280e+02	4.5799033e+00 
2.3529280e+02	5.0388221e+00 
2.3539280e+02	4.9458903e+00 
2.3549280e+02	4.5776244e+00 
2.3559280e+02	3.6809727e+00 
2.3569280e+02	4.8876038e+00 
2.3579280e+02	5.1650223e+00 
2.3589280e+02	5.1821224e+00 
2.3599280e+02	4.2239896e+00 
2.3609280e+02	3.6216316e+00 
2.3619280e+02	5.4831004e+00 
2.3629280e+02	5.9896579e+00 
2.3639280e+02	5.6647491e+00 
2.3649280e+02	5.1964472e+00 
2.3659280e+02	3.8031381e+00 
2.3669280e+02	3.7364977e+00 
2.3679280e+02	3.8825330e+00 
2.3689280e+02	4.8031703e+00 
2.3699280e+02	5.4204537e+00 
2.3709280e+02	4.0781724e+00 
2.3719280e+02	4.9725448e+00 
2.3729280e+02	5.5199663e+00 
2.3739280e+02	2.7513358e+00 
2.3749280e+02	4.4608528e+00 
2.3759280e+02	4.0911337e+00 
2.3769280e+02	5.7999132e+00 
2.3779280e+02	5.7429886e+00 
2.3789280e+02	3.3183576e+00 
2.3799280e+02	4.9614530e+00 
2.3809280e+02	4.7553622e+00 
2.3819280e+02	3.8207028e+00 
2.3829280e+02	5.2734227e+00 
2.3839280e+02	4.2095161e+00 
2.3849280e+02	4.6260496e+00 
2.3859280e+02	4.8724384e+00 
2.3869280e+02	5.3767542e+00 
2.3879280e+02	5.8798829e+00 
2.3889280e+02	3.3797291e+00 
2.3899280e+02	3.1399044e+00 
2.3909280e+02	5.6223111e+00 
2.3919280e+02	5.9155447e+00 
2.3929280e+02	5.4034252e+00 
2.3939280e+02	5.8481193e+00 
2.3949280e+02	5.3185484e+00 
2.3959280e+02	4.5502139e+00 
2.3969280e+02	4.1792951e+00 
2.3979280e+02	5.9577563e+00 
2.3989280e+02	4.9229725e+00 
2.3999280e+02	4.4635713e+00 
2.4009280e+02	5.8794660e+00 
2.4019280e+02	6.4689070e+00 
2.4029280e+02	5.4753364e+00 
2.4039280e+02	6.0577833e+00 
2.4049280e+02	4.1286740e+00 
2.4059280e+02	4.4778674e+00 
2.4069280e+02	4.4262923e+00 
2.4079280e+02	4.8038047e+00 
2.4089280e+02	5.4463341e+00 
2.4099280e+02	5.2862597e+00 
2.4109280e+02	5.8353768e+00 
2.4119280e+02	3.0155630e+00 
2.4129280e+02	5.2494713e+00 
2.4139280e+02	4.0099362e+00 
2.4149280e+02	4.2703688e+00 
2.4159280e+02	4.2493193e+00 
2.4169280e+02	5.5435606e+00 
2.4179280e+02	4.9050297e+00 
2.4189280e+02	6.0175247e+00 
2.4199280e+02	5.6594747e+00 
2.4209280e+02	6.3461001e+00 
2.4219280e+02	6.9700737e+00 
2.4229280e+02	7.0773033e+00 
2.4239280e+02	5.0436908e+00 
2.4249280e+02	6.0047228e+00 
2.4259280e+02	5.3851488e+00 
2.4269280e+02	6.3709028e+00 
2.4279280e+02	7.9103569e+00 
2.4289280e+02	6.5236066e+00 
2.4299280e+02	6.7475903e+00 
2.4309280e+02	6.7292661e+00 
2.4319280e+02	6.6381705e+00 
2.4329280e+02	6.5577053e+00 
2.4339280e+02	5.6847024e+00 
2.4349280e+02	7.1404858e+00 
2.4359280e+02	5.0629149e+00 
2.4369280e+02	5.3656354e+00 
2.4379280e+02	6.8300706e+00 
2.4389280e+02	6.2278418e+00 
2.4399280e+02	5.1960974e+00 
2.4409280e+02	5.7668561e+00 
2.4419280e+02	7.2397602e+00 
2.4429280e+02	6.3730658e+00 
2.4439280e+02	5.6691102e+00 
2.4449280e+02	6.4543621e+00 
2.4459280e+02	6.4825252e+00 
2.4469280e+02	6.6014363e+00 
2.4479280e+02	5.3473608e+00 
2.4489280e+02	5.1107636e+00 
2.4499280e+02	6.3499282e+00 
2.4509280e+02	5.5961973e+00 
2.4519280e+02	6.0230488e+00 
2.4529280e+02	4.7895762e+00 
2.4539280e+02	4.9710312e+00 
2.4549280e+02	4.9025429e+00 
2.4559280e+02	6.0022683e+00 
2.4569280e+02	5.3226360e+00 
2.4579280e+02	5.8399953e+00 
2.4589280e+02	6.2645423e+00 
2.4599280e+02	5.6367384e+00 
2.4609280e+02	5.4652252e+00 
2.4619280e+02	4.8410642e+00 
2.4629280e+02	3.8524714e+00 
2.4639280e+02	3.9260534e+00 
2.4649280e+02	5.7423881e+00 
2.4659280e+02	5.1674482e+00 
2.4669280e+02	5.7634661e+00 
2.4679280e+02	4.9363281e+00 
2.4689280e+02	5.8287411e+00 
2.4699280e+02	5.5946276e+00 
2.4709280e+02	6.0895793e+00 
2.4719280e+02	6.6804701e+00 
2.4729280e+02	5.3209468e+00 
2.4739280e+02	3.1558494e+00 
2.4749280e+02	5.8186377e+00 
2.4759280e+02	5.8813359e+00 
2.4769280e+02	5.8187277e+00 
2.4779280e+02	6.2812659e+00 
2.4789280e+02	7.3201157e+00 
2.4799280e+02	5.4694025e+00 
2.4809280e+02	3.9781902e+00 
2.4819280e+02	5.7806983e+00 
2.4829280e+02	5.2301533e+00 
2.4839280e+02	2.2427603e+00 
2.4849280e+02	3.9968355e+00 
2.4859280e+02	5.3904647e+00 
2.4869280e+02	5.2542496e+00 
2.4879280e+02	4.6682573e+00 
2.4889280e+02	2.3338079e+00 
2.4899280e+02	4.1479490e+00 
2.4909280e+02	3.1687854e+00 
2.4919280e+02	3.1891569e+00 
2.4929280e+02	4.9449674e+00 
2.4939280e+02	6.3166197e+00 
2.4949280e+02	6.3989329e+00 
2.4959280e+02	7.0877752e+00 
2.4969280e+02	5.6200936e+00 
2.4979280e+02	7.2043220e+00 
2.4989280e+02	6.5771392e+00 
2.4999280e+02	6.7841430e+00 
2.5009280e+02	6.8901397e+00 
2.5019280e+02	3.8690351e+00 
2.5029280e+02	5.5657772e+00 
2.5039280e+02	6.0149185e+00 
2.5049280e+02	7.0547264e+00 
2.5059280e+02	6.6472298e+00 
2.5069280e+02	4.9513274e+00 
2.5079280e+02	4.3142887e+00 
2.5089280e+02	6.3349200e+00 
2.5099280e+02	6.4437795e+00 
2.5109280e+02	6.2788310e+00 
2.5119280e+02	5.9074703e+00 
2.5129280e+02	6.3850407e+00 
2.5139280e+02	5.6039586e+00 
2.5149280e+02	4.3175419e+00 
2.5159280e+02	5.2178933e+00 
2.5169280e+02	2.7775518e+00 
2.5179280e+02	4.5205628e+00 
2.5189280e+02	3.5157326e+00 
2.5199280e+02	4.2893404e+00 
2.5209280e+02	6.1607376e+00 
2.5219280e+02	5.3011081e+00 
2.5229280e+02	4.6172022e+00 
2.5239280e+02	3.2008254e+00 
2.5249280e+02	3.3425049e+00 
2.5259280e+02	5.3963119e+00 
2.5269280e+02	6.8109777e+00 
2.5279280e+02	4.7466345e+00 
2.5289280e+02	4.9046352e+00 
2.5299280e+02	3.9688787e+00 
2.5309280e+02	4.7923868e+00 
2.5319280e+02	6.8946387e+00 
2.5329280e+02	6.4672928e+00 
2.5339280e+02	6.4489668e+00 
2.5349280e+02	5.1873371e+00 
2.5359280e+02	5.9968948e+00 
2.5369280e+02	5.9893645e+00 
2.5379280e+02	6.7184533e+00 
2.5389280e+02	7.8682338e+00 
2.5399280e+02	7.1569293e+00 
2.5409280e+02	8.1222063e+00 
2.5419280e+02	5.3038625e+00 
2.5429280e+02	7.0020380e+00 
2.5439280e+02	8.8718381e+00 
2.5449280e+02	6.9671030e+00 
2.5459280e+02	8.0538787e+00 
2.5469280e+02	5.3913567e+00 
2.5479280e+02	7.6831786e+00 
2.5489280e+02	7.8762901e+00 
2.5499280e+02	6.3291846e+00 
2.5509280e+02	6.9691170e+00 
2.5519280e+02	9.1082655e+00 
2.5529280e+02	1.2654505e+01 
2.5539280e+02	8.2372452e+00 
2.5549280e+02	1.3475264e+01 
2.5559280e+02	9.4347510e+00 
2.5569280e+02	1.1952661e+01 
2.5579280e+02	1.0194038e+01 
2.5589280e+02	1.0071148e+01 
2.5599280e+02	1.3838550e+01 
2.5609280e+02	1.1250675e+01 
2.5619280e+02	1.2421578e+01 
2.5629280e+02	8.4231959e+00 
2.5639280e+02	1.0340210e+01 
2.5649280e+02	1.1088648e+01 
2.5659280e+02	9.8822464e+00 
2.5669280e+02	1.5067513e+01 
2.5679280e+02	1.4015296e+01 
2.5689280e+02	1.0605109e+01 
2.5699280e+02	1.3385628e+01 
2.5709280e+02	1.5932171e+01 
2.5719280e+02	1.4995287e+01 
2.5729280e+02	1.4542175e+01 
2.5739280e+02	1.7128100e+01 
2.5749280e+02	1.6603124e+01 
2.5759280e+02	8.8051041e+00 
2.5769280e+02	9.0093373e+00 
2.5779280e+02	1.2937463e+01 
2.5789280e+02	1.4408758e+01 
2.5799280e+02	1.4816652e+01 
2.5809280e+02	1.7586922e+01 
2.5819280e+02	2.4588769e+01 
2.5829280e+02	1.6153892e+01 
2.5839280e+02	1.8496732e+01 
2.5849280e+02	1.2178089e+01 
2.5859280e+02	1.1254150e+01 
2.5869280e+02	9.5494544e+00 
2.5879280e+02	1.6191373e+01 
2.5889280e+02	1.2973543e+01 
2.5899280e+02	2.3456191e+01 
2.5909280e+02	1.8534438e+01 
2.5919280e+02	1.3340988e+01 
2.5929280e+02	1.7777220e+01 
2.5939280e+02	1.1802682e+01 
2.5949280e+02	1.0581307e+01 
2.5959280e+02	1.8375744e+01 
2.5969280e+02	1.3785473e+01 
2.5979280e+02	1.4197138e+01 
2.5989280e+02	9.2767239e+00 
2.5999280e+02	8.3961322e+00 
2.6009280e+02	8.9144376e+00 
2.6019280e+02	1.5191689e+01 
2.6029280e+02	1.7297049e+01 
2.6039280e+02	1.7723087e+01 
2.6049280e+02	1.7219097e+01 
2.6059280e+02	1.2785388e+01 
2.6069280e+02	1.0135951e+01 
2.6079280e+02	9.9816056e+00 
2.6089280e+02	1.3522201e+01 
2.6099280e+02	1.4433832e+01 
2.6109280e+02	1.6964111e+01 
2.6119280e+02	9.8932719e+00 
2.6129280e+02	9.8065327e+00 
2.6139280e+02	1.1427377e+01 
2.6149280e+02	1.0325161e+01 
2.6159280e+02	1.5655973e+01 
2.6169280e+02	1.7202252e+01 
2.6179280e+02	1.5134195e+01 
2.6189280e+02	1.2548243e+01 
2.6199280e+02	1.6202260e+01 
2.6209280e+02	1.9468432e+01 
2.6219280e+02	1.8714229e+01 
2.6229280e+02	1.8422535e+01 
2.6239280e+02	1.5578358e+01 
2.6249280e+02	2.2528021e+01 
2.6259280e+02	1.7674894e+01 
2.6269280e+02	1.4479873e+01 
2.6279280e+02	1.7606876e+01 
2.6289280e+02	1.2925948e+01 
2.6299280e+02	1.6728842e+01 
2.6309280e+02	1.3749336e+01 
2.6319280e+02	1.0687560e+01 
2.6329280e+02	1.2855365e+01 
2.6339280e+02	1.7238528e+01 
2.6349280e+02	2.4708073e+01 
2.6359280e+02	2.3155592e+01 
2.6369280e+02	2.5804923e+01 
2.6379280e+02	3.0492448e+01 
2.6389280e+02	4.8972658e+01 
2.6399280e+02	3.8602188e+01 
2.6409280e+02	3.1705425e+01 
2.6419280e+02	2.6668189e+01 
2.6429280e+02	4.1661290e+01 
2.6439280e+02	5.3244530e+01 
2.6449280e+02	3.1611912e+01 
2.6459280e+02	3.1269894e+01 
2.6469280e+02	2.6527072e+01 
2.6479280e+02	3.0705791e+01 
2.6489280e+02	2.3150608e+01 
2.6499280e+02	2.4613431e+01 
2.6509280e+02	3.0325153e+01 
2.6519280e+02	2.8078987e+01 
2.6529280e+02	2.4105402e+01 
2.6539280e+02	3.4166232e+01 
2.6549280e+02	3.7550155e+01 
2.6559280e+02	5.0943868e+01 
2.6569280e+02	3.5208428e+01 
2.6579280e+02	3.6517396e+01 
2.6589280e+02	3.7023599e+01 
2.6599280e+02	4.2212627e+01 
2.6609280e+02	2.8311557e+01 
2.6619280e+02	3.3350105e+01 
2.6629280e+02	2.8615064e+01 
2.6639280e+02	3.6455561e+01 
2.6649280e+02	3.0626946e+01 
2.6659280e+02	4.4609989e+01 
2.6669280e+02	2.8076715e+01 
2.6679280e+02	3.2452680e+01 
2.6689280e+02	3.7527760e+01 
2.6699280e+02	2.6948801e+01 
2.6709280e+02	3.2854286e+01 
2.6719280e+02	4.4708371e+01 
2.6729280e+02	1.9460298e+01 
2.6739280e+02	2.5458710e+01 
2.6749280e+02	4.5410469e+01 
2.6759280e+02	4.4473491e+01 
2.6769280e+02	4.2621416e+01 
2.6779280e+02	3.2686903e+01 
2.6789280e+02	3.2983465e+01 
2.6799280e+02	2.0636006e+01 
2.6809280e+02	2.8596885e+01 
2.6819280e+02	3.5941143e+01 
2.6829280e+02	3.7601734e+01 
2.6839280e+02	3.5659132e+01 
2.6849280e+02	3.3312053e+01 
2.6859280e+02	3.3255514e+01 
2.6869280e+02	4.0182789e+01 
2.6879280e+02	3.7838047e+01 
2.6889280e+02	3.1226288e+01 
2.6899280e+02	2.7830104e+01 
2.6909280e+02	2.3656038e+01 
2.6919280e+02	2.9707398e+01 
2.6929280e+02	4.0290531e+01 
2.6939280e+02	3.8855596e+01 
2.6949280e+02	3.6406487e+01 
2.6959280e+02	2.2279077e+01 
2.6969280e+02	1.8856494e+01 
2.6979280e+02	3.6502228e+01 
2.6989280e+02	3.4059048e+01 
2.6999280e+02	2.7981616e+01 
2.7009280e+02	5.6109086e+01 
2.7019280e+02	3.7102971e+01 
2.7029280e+02	2.8201637e+01 
2.7039280e+02	4.5509327e+01 
2.7049280e+02	3.9891228e+01 
2.7059280e+02	4.9526174e+01 
2.7069280e+02	2.5896713e+01 
2.7079280e+02	3.0407303e+01 
2.7089280e+02	3.7353501e+01 
2.7099280e+02	3.8207443e+01 
2.7109280e+02	2.8772205e+01 
2.7119280e+02	3.3439390e+01 
2.7129280e+02	3.7279437e+01 
2.7139280e+02	4.5833128e+01 
2.7149280e+02	2.5709049e+01 
2.7159280e+02	2.6495317e+01 
2.7169280e+02	3.0650996e+01 
2.7179280e+02	2.5852927e+01 
2.7189280e+02	1.5771643e+01 
2.7199280e+02	7.2846438e+00 
2.7209280e+02	1.3357092e+01 
2.7219280e+02	1.0761476e+01 
2.7229280e+02	2.0045136e+01 
2.7239280e+02	1.7668702e+01 
2.7249280e+02	1.9189117e+01 
2.7259280e+02	2.3966859e+01 
2.7269280e+02	2.3227256e+01 
2.7279280e+02	2.8097917e+01 
2.7289280e+02	3.2314633e+01 
2.7299280e+02	4.3316250e+01 
2.7309280e+02	4.4702146e+01 
2.7319280e+02	2.9656129e+01 
2.7329280e+02	3.3835298e+01 
2.7339280e+02	2.0894810e+01 
2.7349280e+02	1.8350179e+01 
2.7359280e+02	2.0101400e+01 
2.7369280e+02	2.3290262e+01 
2.7379280e+02	9.8703297e+00 
2.7389280e+02	2.2089860e+01 
2.7399280e+02	2.2834884e+01 
2.7409280e+02	2.2636825e+01 
2.7419280e+02	2.1420776e+01 
2.7429280e+02	1.1658464e+01 
2.7439280e+02	1.4181738e+01 
2.7449280e+02	1.2521321e+01 
2.7459280e+02	2.8734597e+01 
2.7469280e+02	1.9447055e+01 
2.7479280e+02	1.6658687e+01 
2.7489280e+02	2.9992625e+01 
2.7499280e+02	1.5961452e+01 
2.7509280e+02	1.1489266e+01 
2.7519280e+02	2.1763410e+01 
2.7529280e+02	3.5532247e+01 
2.7539280e+02	3.1866304e+01 
2.7549280e+02	2.0885520e+01 
2.7559280e+02	2.4969052e+01 
2.7569280e+02	1.2078389e+01 
2.7579280e+02	1.9682842e+01 
2.7589280e+02	4.2327179e+01 
2.7599280e+02	4.3625541e+01 
2.7609280e+02	3.9417353e+01 
2.7619280e+02	3.8155490e+01 
2.7629280e+02	2.1980580e+01 
2.7639280e+02	3.1501071e+01 
2.7649280e+02	3.4924535e+01 
2.7659280e+02	5.2668562e+01 
2.7669280e+02	4.0852126e+01 
2.7679280e+02	3.0223888e+01 
2.7689280e+02	3.1340937e+01 
2.7699280e+02	3.3901513e+01 
2.7709280e+02	3.7790872e+01 
2.7719280e+02	4.5164429e+01 
2.7729280e+02	2.1969455e+01 
2.7739280e+02	4.1727511e+01 
2.7749280e+02	4.6314810e+01 
2.7759280e+02	3.5683257e+01 
2.7769280e+02	3.0779089e+01 
2.7779280e+02	3.3647326e+01 
2.7789280e+02	2.0773818e+01 
2.7799280e+02	2.0234646e+01 
2.7809280e+02	1.8103646e+01 
2.7819280e+02	1.8230957e+01 
2.7829280e+02	1.8877308e+01 
2.7839280e+02	1.9460430e+01 
2.7849280e+02	1.9975995e+01 
2.7859280e+02	2.2463952e+01 
2.7869280e+02	2.2160152e+01 
2.7879280e+02	2.0818896e+01 
2.7889280e+02	1.7811543e+01 
2.7899280e+02	1.7059608e+01 
2.7909280e+02	1.5807038e+01 
2.7919280e+02	1.4489075e+01 
2.7929280e+02	1.3963648e+01 
2.7939280e+02	1.2442160e+01 
2.7949280e+02	1.1491100e+01 
2.7959280e+02	1.6731816e+01 
2.7969280e+02	3.1087400e+01 
2.7979280e+02	1.4232985e+01 
2.7989280e+02	1.0874706e+01 
2.7999280e+02	1.1246883e+01 
2.8009280e+02	1.2816529e+01 
2.8019280e+02	1.1999063e+01 
2.8029280e+02	1.3609294e+01 
2.8039280e+02	2.7762716e+01 
2.8049280e+02	1.5975506e+01 
2.8059280e+02	1.3225462e+01 
2.8069280e+02	1.5024071e+01 
2.8079280e+02	1.6277177e+01 
2.8089280e+02	1.8841959e+01 
2.8099280e+02	2.1378390e+01 
2.8109280e+02	2.3240345e+01 
2.8119280e+02	2.3334609e+01 
2.8129280e+02	2.2556930e+01 
