# Spectrum of hd97658 (muscles) at 1 AU
# WL(nm)	Flux(ergs/cm**2/s/nm)
2.6224928e+03	2.1081409e+01 
2.6225928e+03	2.1045098e+01 
2.6226928e+03	2.0738950e+01 
2.6227928e+03	2.0175876e+01 
2.6228928e+03	1.5936026e+01 
2.6229928e+03	1.8971340e+01 
2.6230928e+03	2.0737109e+01 
2.6231928e+03	2.0906442e+01 
2.6232928e+03	2.0924906e+01 
2.6233928e+03	2.0828001e+01 
2.6234928e+03	2.0641060e+01 
2.6235928e+03	1.9964659e+01 
2.6236928e+03	2.0880467e+01 
2.6237928e+03	2.0908092e+01 
2.6238928e+03	2.0865259e+01 
2.6239928e+03	2.0829142e+01 
2.6240928e+03	2.0690047e+01 
2.6241928e+03	1.9551921e+01 
2.6242928e+03	2.0459484e+01 
2.6243928e+03	2.0184681e+01 
2.6244928e+03	2.0623438e+01 
2.6245928e+03	2.0320606e+01 
2.6246928e+03	2.0550168e+01 
2.6247928e+03	2.0471558e+01 
2.6248928e+03	1.9095085e+01 
2.6249928e+03	1.9928738e+01 
2.6250928e+03	2.0245022e+01 
2.6251928e+03	1.8981295e+01 
2.6252928e+03	1.9966838e+01 
2.6253928e+03	1.9752227e+01 
2.6254928e+03	1.8662301e+01 
2.6255928e+03	1.9375100e+01 
2.6256928e+03	1.8951690e+01 
2.6257928e+03	1.8219090e+01 
2.6258928e+03	1.7987970e+01 
2.6259928e+03	1.8864094e+01 
2.6260928e+03	1.9098362e+01 
2.6261928e+03	1.9499107e+01 
2.6262928e+03	1.9266129e+01 
2.6263928e+03	1.9955266e+01 
2.6264928e+03	2.0066270e+01 
2.6265928e+03	2.0250455e+01 
2.6266928e+03	2.0365191e+01 
2.6267928e+03	2.0416380e+01 
2.6268928e+03	2.0466525e+01 
2.6269928e+03	2.0512840e+01 
2.6270928e+03	2.0176827e+01 
2.6271928e+03	2.0556418e+01 
2.6272928e+03	2.0378305e+01 
2.6273928e+03	2.0341338e+01 
2.6274928e+03	1.9799365e+01 
2.6275928e+03	2.0648352e+01 
2.6276928e+03	2.0703210e+01 
2.6277928e+03	2.0656421e+01 
2.6278928e+03	2.0797133e+01 
2.6279928e+03	2.0842036e+01 
2.6280928e+03	2.0641666e+01 
2.6281928e+03	2.0517642e+01 
2.6282928e+03	2.0791633e+01 
2.6283928e+03	2.0901038e+01 
2.6284928e+03	2.0357430e+01 
2.6285928e+03	2.0765443e+01 
2.6286928e+03	2.0918067e+01 
2.6287928e+03	2.0787401e+01 
2.6288928e+03	2.0922618e+01 
2.6289928e+03	2.0870193e+01 
2.6290928e+03	2.0925132e+01 
2.6291928e+03	1.8734793e+01 
2.6292928e+03	2.0813248e+01 
2.6293928e+03	2.0970965e+01 
2.6294928e+03	2.0966081e+01 
2.6295928e+03	2.0981054e+01 
2.6296928e+03	2.0557596e+01 
2.6297928e+03	2.0411036e+01 
2.6298928e+03	2.0963019e+01 
2.6299928e+03	2.0997194e+01 
2.6300928e+03	2.0890443e+01 
2.6301928e+03	1.9712658e+01 
2.6302928e+03	2.0752060e+01 
2.6303928e+03	2.0824138e+01 
2.6304928e+03	2.0061198e+01 
2.6305928e+03	2.0970000e+01 
2.6306928e+03	2.0952556e+01 
2.6307928e+03	2.0963923e+01 
2.6308928e+03	2.0982857e+01 
2.6309928e+03	2.0964521e+01 
2.6310928e+03	2.0944925e+01 
2.6311928e+03	2.0970757e+01 
2.6312928e+03	2.0917801e+01 
2.6313928e+03	1.9995282e+01 
2.6314928e+03	2.0567821e+01 
2.6315928e+03	2.0862500e+01 
2.6316928e+03	2.0820033e+01 
2.6317928e+03	2.0716464e+01 
2.6318928e+03	2.0925816e+01 
2.6319928e+03	2.0522304e+01 
2.6320928e+03	2.0904292e+01 
2.6321928e+03	2.0973287e+01 
2.6322928e+03	2.0959390e+01 
2.6323928e+03	2.0989573e+01 
2.6324928e+03	2.0838339e+01 
2.6325928e+03	2.0950065e+01 
2.6326928e+03	2.0828620e+01 
2.6327928e+03	2.0813241e+01 
2.6328928e+03	2.0851534e+01 
2.6329928e+03	2.0821635e+01 
2.6330928e+03	2.0384843e+01 
2.6331928e+03	2.0138456e+01 
2.6332928e+03	2.0801382e+01 
2.6333928e+03	2.0606129e+01 
2.6334928e+03	2.0880880e+01 
2.6335928e+03	1.9940613e+01 
2.6336928e+03	2.0916414e+01 
2.6337928e+03	2.0933384e+01 
2.6338928e+03	2.0933206e+01 
2.6339928e+03	2.0699998e+01 
2.6340928e+03	2.0850297e+01 
2.6341928e+03	1.9154952e+01 
2.6342928e+03	1.9793694e+01 
2.6343928e+03	2.0877323e+01 
2.6344928e+03	2.0929828e+01 
2.6345928e+03	2.0935711e+01 
2.6346928e+03	2.0935484e+01 
2.6347928e+03	2.0941375e+01 
2.6348928e+03	1.9830852e+01 
2.6349928e+03	2.0937770e+01 
2.6350928e+03	2.0928887e+01 
2.6351928e+03	2.0931605e+01 
2.6352928e+03	2.0883772e+01 
2.6353928e+03	1.9861632e+01 
2.6354928e+03	2.0798463e+01 
2.6355928e+03	2.0907903e+01 
2.6356928e+03	2.0820373e+01 
2.6357928e+03	2.0905954e+01 
2.6358928e+03	2.0084677e+01 
2.6359928e+03	2.0911951e+01 
2.6360928e+03	2.0536902e+01 
2.6361928e+03	2.0579996e+01 
2.6362928e+03	2.0898962e+01 
2.6363928e+03	2.0891972e+01 
2.6364928e+03	2.0857289e+01 
2.6365928e+03	2.0891640e+01 
2.6366928e+03	2.0764505e+01 
2.6367928e+03	2.0078364e+01 
2.6368928e+03	2.0837674e+01 
2.6369928e+03	2.0883355e+01 
2.6370928e+03	2.0481982e+01 
2.6371928e+03	2.0881892e+01 
2.6372928e+03	2.0832359e+01 
2.6373928e+03	2.0844575e+01 
2.6374928e+03	2.0817094e+01 
2.6375928e+03	2.0846364e+01 
2.6376928e+03	2.0197667e+01 
2.6377928e+03	2.0548558e+01 
2.6378928e+03	2.0812269e+01 
2.6379928e+03	1.9619957e+01 
2.6380928e+03	2.0769064e+01 
2.6381928e+03	2.0407707e+01 
2.6382928e+03	2.0755487e+01 
2.6383928e+03	2.0705175e+01 
2.6384928e+03	2.0810096e+01 
2.6385928e+03	2.0335514e+01 
2.6386928e+03	2.0780512e+01 
2.6387928e+03	2.0742195e+01 
2.6388928e+03	2.0347365e+01 
2.6389928e+03	2.0253630e+01 
2.6390928e+03	2.0702071e+01 
2.6391928e+03	2.0311607e+01 
2.6392928e+03	2.0274998e+01 
2.6393928e+03	1.9161846e+01 
2.6394928e+03	2.0411995e+01 
2.6395928e+03	2.0136394e+01 
2.6396928e+03	1.8887349e+01 
2.6397928e+03	1.8896836e+01 
2.6398928e+03	1.6825950e+01 
2.6399928e+03	1.4288151e+01 
2.6400928e+03	1.7924636e+01 
2.6401928e+03	1.9006937e+01 
2.6402928e+03	1.9753022e+01 
2.6403928e+03	1.9615841e+01 
2.6404928e+03	2.0230897e+01 
2.6405928e+03	2.0428214e+01 
2.6406928e+03	2.0287597e+01 
2.6407928e+03	2.0563473e+01 
2.6408928e+03	2.0654710e+01 
2.6409928e+03	2.0680944e+01 
2.6410928e+03	2.0676596e+01 
2.6411928e+03	2.0477008e+01 
2.6412928e+03	2.0512855e+01 
2.6413928e+03	2.0057194e+01 
2.6414928e+03	2.0718152e+01 
2.6415928e+03	2.0686467e+01 
2.6416928e+03	2.0688330e+01 
2.6417928e+03	2.0623386e+01 
2.6418928e+03	2.0674853e+01 
2.6419928e+03	2.0435575e+01 
2.6420928e+03	2.0012064e+01 
2.6421928e+03	2.0481623e+01 
2.6422928e+03	1.9678108e+01 
2.6423928e+03	1.6782596e+01 
2.6424928e+03	1.9152600e+01 
2.6425928e+03	2.0540225e+01 
2.6426928e+03	2.0623486e+01 
2.6427928e+03	2.0473946e+01 
2.6428928e+03	2.0660460e+01 
2.6429928e+03	2.0691563e+01 
2.6430928e+03	2.0670391e+01 
2.6431928e+03	2.0531032e+01 
2.6432928e+03	2.0634069e+01 
2.6433928e+03	2.0675639e+01 
2.6434928e+03	1.9743051e+01 
2.6435928e+03	2.0673349e+01 
2.6436928e+03	2.0672957e+01 
2.6437928e+03	2.0664545e+01 
2.6438928e+03	2.0684008e+01 
2.6439928e+03	2.0039855e+01 
2.6440928e+03	2.0415222e+01 
2.6441928e+03	2.0664770e+01 
2.6442928e+03	2.0660445e+01 
2.6443928e+03	2.0650607e+01 
2.6444928e+03	1.9449542e+01 
2.6445928e+03	1.9712527e+01 
2.6446928e+03	2.0593939e+01 
2.6447928e+03	2.0653125e+01 
2.6448928e+03	2.0671116e+01 
2.6449928e+03	2.0058781e+01 
2.6450928e+03	2.0629961e+01 
2.6451928e+03	2.0265848e+01 
2.6452928e+03	2.0601221e+01 
2.6453928e+03	2.0344622e+01 
2.6454928e+03	2.0544426e+01 
2.6455928e+03	2.0582470e+01 
2.6456928e+03	2.0096447e+01 
2.6457928e+03	2.0403522e+01 
2.6458928e+03	1.9823145e+01 
2.6459928e+03	2.0482777e+01 
2.6460928e+03	2.0371457e+01 
2.6461928e+03	2.0189271e+01 
2.6462928e+03	2.0541097e+01 
2.6463928e+03	2.0610649e+01 
2.6464928e+03	2.0623588e+01 
2.6465928e+03	2.0611259e+01 
2.6466928e+03	2.0537379e+01 
2.6467928e+03	2.0570215e+01 
2.6468928e+03	1.9726644e+01 
2.6469928e+03	1.9596525e+01 
2.6470928e+03	2.0500857e+01 
2.6471928e+03	2.0096072e+01 
2.6472928e+03	2.0567844e+01 
2.6473928e+03	2.0580168e+01 
2.6474928e+03	2.0515336e+01 
2.6475928e+03	1.9859369e+01 
2.6476928e+03	1.9728128e+01 
2.6477928e+03	2.0403019e+01 
2.6478928e+03	2.0352384e+01 
2.6479928e+03	1.9723846e+01 
2.6480928e+03	2.0394555e+01 
2.6481928e+03	2.0506896e+01 
2.6482928e+03	2.0502632e+01 
2.6483928e+03	2.0324889e+01 
2.6484928e+03	2.0038600e+01 
2.6485928e+03	2.0442261e+01 
2.6486928e+03	2.0167265e+01 
2.6487928e+03	2.0542292e+01 
2.6488928e+03	2.0497519e+01 
2.6489928e+03	2.0526276e+01 
2.6490928e+03	2.0543336e+01 
2.6491928e+03	2.0534613e+01 
2.6492928e+03	2.0440824e+01 
2.6493928e+03	2.0466708e+01 
2.6494928e+03	1.9555824e+01 
2.6495928e+03	2.0454656e+01 
2.6496928e+03	2.0363543e+01 
2.6497928e+03	1.9590650e+01 
2.6498928e+03	2.0491717e+01 
2.6499928e+03	2.0495348e+01 
2.6500928e+03	2.0459502e+01 
2.6501928e+03	2.0307206e+01 
2.6502928e+03	1.9477891e+01 
2.6503928e+03	2.0278115e+01 
2.6504928e+03	2.0422790e+01 
2.6505928e+03	1.9825850e+01 
2.6506928e+03	2.0487996e+01 
2.6507928e+03	2.0434309e+01 
2.6508928e+03	2.0462709e+01 
2.6509928e+03	2.0349599e+01 
2.6510928e+03	2.0151135e+01 
2.6511928e+03	2.0470342e+01 
2.6512928e+03	2.0438328e+01 
2.6513928e+03	2.0235368e+01 
2.6514928e+03	1.9563112e+01 
2.6515928e+03	1.8866405e+01 
2.6516928e+03	2.0256535e+01 
2.6517928e+03	1.9814201e+01 
2.6518928e+03	1.9635494e+01 
2.6519928e+03	1.9801099e+01 
2.6520928e+03	2.0276942e+01 
2.6521928e+03	2.0044897e+01 
2.6522928e+03	2.0174181e+01 
2.6523928e+03	1.9880396e+01 
2.6524928e+03	1.9728434e+01 
2.6525928e+03	1.9887824e+01 
2.6526928e+03	2.0439217e+01 
2.6527928e+03	2.0116316e+01 
2.6528928e+03	2.0435712e+01 
2.6529928e+03	2.0438161e+01 
2.6530928e+03	2.0325582e+01 
2.6531928e+03	2.0423189e+01 
2.6532928e+03	2.0419723e+01 
2.6533928e+03	2.0409298e+01 
2.6534928e+03	2.0079014e+01 
2.6535928e+03	2.0387793e+01 
2.6536928e+03	2.0405278e+01 
2.6537928e+03	2.0067561e+01 
2.6538928e+03	2.0312408e+01 
2.6539928e+03	2.0358427e+01 
2.6540928e+03	2.0191663e+01 
2.6541928e+03	2.0207382e+01 
2.6542928e+03	2.0281335e+01 
2.6543928e+03	1.9721079e+01 
2.6544928e+03	1.8791598e+01 
2.6545928e+03	1.7005953e+01 
2.6546928e+03	1.6418650e+01 
2.6547928e+03	1.9507773e+01 
2.6548928e+03	1.9764213e+01 
2.6549928e+03	1.9448439e+01 
2.6550928e+03	1.8885232e+01 
2.6551928e+03	1.9581504e+01 
2.6552928e+03	1.8791626e+01 
2.6553928e+03	2.0161683e+01 
2.6554928e+03	2.0031998e+01 
2.6555928e+03	2.0128984e+01 
2.6556928e+03	2.0343770e+01 
2.6557928e+03	2.0324151e+01 
2.6558928e+03	2.0070412e+01 
2.6559928e+03	2.0052260e+01 
2.6560928e+03	1.9490886e+01 
2.6561928e+03	1.9470997e+01 
2.6562928e+03	2.0079881e+01 
2.6563928e+03	2.0173363e+01 
2.6564928e+03	1.9832480e+01 
2.6565928e+03	2.0323389e+01 
2.6566928e+03	2.0111944e+01 
2.6567928e+03	1.9705911e+01 
2.6568928e+03	2.0088970e+01 
2.6569928e+03	2.0213248e+01 
2.6570928e+03	1.9928167e+01 
2.6571928e+03	2.0320055e+01 
2.6572928e+03	2.0208837e+01 
2.6573928e+03	2.0205641e+01 
2.6574928e+03	1.9198389e+01 
2.6575928e+03	2.0196313e+01 
2.6576928e+03	2.0307366e+01 
2.6577928e+03	2.0307199e+01 
2.6578928e+03	2.0147586e+01 
2.6579928e+03	2.0265133e+01 
2.6580928e+03	1.9350545e+01 
2.6581928e+03	2.0169515e+01 
2.6582928e+03	2.0283027e+01 
2.6583928e+03	2.0283059e+01 
2.6584928e+03	2.0279485e+01 
2.6585928e+03	1.9903516e+01 
2.6586928e+03	1.9752589e+01 
2.6587928e+03	2.0239269e+01 
2.6588928e+03	2.0082112e+01 
2.6589928e+03	1.9346119e+01 
2.6590928e+03	2.0130111e+01 
2.6591928e+03	1.9378569e+01 
2.6592928e+03	2.0140141e+01 
2.6593928e+03	2.0081002e+01 
2.6594928e+03	1.9282461e+01 
2.6595928e+03	2.0047891e+01 
2.6596928e+03	2.0251436e+01 
2.6597928e+03	2.0229656e+01 
2.6598928e+03	2.0240291e+01 
2.6599928e+03	2.0191013e+01 
2.6600928e+03	2.0148784e+01 
2.6601928e+03	1.9991377e+01 
2.6602928e+03	2.0141570e+01 
2.6603928e+03	1.9569861e+01 
2.6604928e+03	1.8964234e+01 
2.6605928e+03	2.0205851e+01 
2.6606928e+03	2.0224863e+01 
2.6607928e+03	2.0206756e+01 
2.6608928e+03	1.9501588e+01 
2.6609928e+03	1.9681696e+01 
2.6610928e+03	1.9928467e+01 
2.6611928e+03	2.0059614e+01 
2.6612928e+03	1.9755938e+01 
2.6613928e+03	2.0055654e+01 
2.6614928e+03	2.0186687e+01 
2.6615928e+03	2.0045339e+01 
2.6616928e+03	1.9922121e+01 
2.6617928e+03	2.0036726e+01 
2.6618928e+03	1.9944655e+01 
2.6619928e+03	2.0177332e+01 
2.6620928e+03	1.9721410e+01 
2.6621928e+03	2.0005434e+01 
2.6622928e+03	2.0084076e+01 
2.6623928e+03	1.9817900e+01 
2.6624928e+03	1.5814683e+01 
2.6625928e+03	1.9311290e+01 
2.6626928e+03	1.9899737e+01 
2.6627928e+03	1.9902800e+01 
2.6628928e+03	2.0133034e+01 
2.6629928e+03	2.0117674e+01 
2.6630928e+03	1.9866765e+01 
2.6631928e+03	1.9431992e+01 
2.6632928e+03	2.0074771e+01 
2.6633928e+03	2.0084738e+01 
2.6634928e+03	1.9561894e+01 
2.6635928e+03	1.9985661e+01 
2.6636928e+03	1.9959712e+01 
2.6637928e+03	1.9286028e+01 
2.6638928e+03	1.9804192e+01 
2.6639928e+03	1.9629760e+01 
2.6640928e+03	1.9929073e+01 
2.6641928e+03	2.0080221e+01 
2.6642928e+03	2.0092280e+01 
2.6643928e+03	1.9802833e+01 
2.6644928e+03	1.9504031e+01 
2.6645928e+03	1.8775699e+01 
2.6646928e+03	1.8882441e+01 
2.6647928e+03	1.9077350e+01 
2.6648928e+03	1.9785795e+01 
2.6649928e+03	1.9839274e+01 
2.6650928e+03	1.8751247e+01 
2.6651928e+03	1.6050748e+01 
2.6652928e+03	1.9365454e+01 
2.6653928e+03	1.9882937e+01 
2.6654928e+03	2.0014440e+01 
2.6655928e+03	1.9598945e+01 
2.6656928e+03	1.9179056e+01 
2.6657928e+03	1.9851347e+01 
2.6658928e+03	1.9102968e+01 
2.6659928e+03	2.0012616e+01 
2.6660928e+03	1.9950880e+01 
2.6661928e+03	1.9828831e+01 
2.6662928e+03	2.0002541e+01 
2.6663928e+03	1.9947851e+01 
2.6664928e+03	1.9720296e+01 
2.6665928e+03	1.7246834e+01 
2.6666928e+03	1.6752720e+01 
2.6667928e+03	1.9678406e+01 
2.6668928e+03	1.9897217e+01 
2.6669928e+03	1.9717438e+01 
2.6670928e+03	1.9833186e+01 
2.6671928e+03	1.9477298e+01 
2.6672928e+03	2.0013984e+01 
2.6673928e+03	1.9926059e+01 
2.6674928e+03	1.9980400e+01 
2.6675928e+03	1.9686125e+01 
2.6676928e+03	1.9824477e+01 
2.6677928e+03	1.9801268e+01 
2.6678928e+03	1.9971764e+01 
2.6679928e+03	1.9870528e+01 
2.6680928e+03	1.9981778e+01 
2.6681928e+03	1.9573384e+01 
2.6682928e+03	1.9855502e+01 
2.6683928e+03	1.9900852e+01 
2.6684928e+03	1.9897529e+01 
2.6685928e+03	1.9952599e+01 
2.6686928e+03	1.9983248e+01 
2.6687928e+03	1.9978433e+01 
2.6688928e+03	1.9975662e+01 
2.6689928e+03	1.9970908e+01 
2.6690928e+03	1.9901280e+01 
2.6691928e+03	1.9364231e+01 
2.6692928e+03	1.9209393e+01 
2.6693928e+03	1.9834843e+01 
2.6694928e+03	1.9668698e+01 
2.6695928e+03	1.9134201e+01 
2.6696928e+03	1.9939132e+01 
2.6697928e+03	1.9072950e+01 
2.6698928e+03	1.9936259e+01 
2.6699928e+03	1.9936349e+01 
2.6700928e+03	1.9802837e+01 
2.6701928e+03	1.9690528e+01 
2.6702928e+03	1.9926490e+01 
2.6703928e+03	1.9932021e+01 
2.6704928e+03	1.9667294e+01 
2.6705928e+03	1.9338446e+01 
2.6706928e+03	1.9728082e+01 
2.6707928e+03	1.9830712e+01 
2.6708928e+03	1.9855373e+01 
2.6709928e+03	1.9847178e+01 
2.6710928e+03	1.9604292e+01 
2.6711928e+03	1.9014630e+01 
2.6712928e+03	1.9863833e+01 
2.6713928e+03	1.8980714e+01 
2.6714928e+03	1.9021364e+01 
2.6715928e+03	1.9850796e+01 
2.6716928e+03	1.9871053e+01 
2.6717928e+03	1.9864872e+01 
2.6718928e+03	1.9794973e+01 
2.6719928e+03	1.9799301e+01 
2.6720928e+03	1.9704507e+01 
2.6721928e+03	1.9757952e+01 
2.6722928e+03	1.9678501e+01 
2.6723928e+03	1.9831612e+01 
2.6724928e+03	1.9836495e+01 
2.6725928e+03	1.9697380e+01 
2.6726928e+03	1.9545539e+01 
2.6727928e+03	1.9089050e+01 
2.6728928e+03	1.9811327e+01 
2.6729928e+03	1.9816293e+01 
2.6730928e+03	1.9609455e+01 
2.6731928e+03	1.9768209e+01 
2.6732928e+03	1.9802124e+01 
2.6733928e+03	1.9819290e+01 
2.6734928e+03	1.9627086e+01 
2.6735928e+03	1.9790364e+01 
2.6736928e+03	1.9727653e+01 
2.6737928e+03	1.9045485e+01 
2.6738928e+03	1.9790483e+01 
2.6739928e+03	1.9781003e+01 
2.6740928e+03	1.9759658e+01 
2.6741928e+03	1.9706161e+01 
2.6742928e+03	1.9538109e+01 
2.6743928e+03	1.9676936e+01 
2.6744928e+03	1.9708337e+01 
2.6745928e+03	1.9754741e+01 
2.6746928e+03	1.9693190e+01 
2.6747928e+03	1.9706682e+01 
2.6748928e+03	1.9572929e+01 
2.6749928e+03	1.8937324e+01 
2.6750928e+03	1.9710669e+01 
2.6751928e+03	1.9627425e+01 
2.6752928e+03	1.9193309e+01 
2.6753928e+03	1.8834100e+01 
2.6754928e+03	1.8624288e+01 
2.6755928e+03	1.9724085e+01 
2.6756928e+03	1.8967689e+01 
2.6757928e+03	1.9666726e+01 
2.6758928e+03	1.9651910e+01 
2.6759928e+03	1.9228115e+01 
2.6760928e+03	1.9694210e+01 
2.6761928e+03	1.9393383e+01 
2.6762928e+03	1.9624661e+01 
2.6763928e+03	1.9230252e+01 
2.6764928e+03	1.9332036e+01 
2.6765928e+03	1.9707422e+01 
2.6766928e+03	1.9714119e+01 
2.6767928e+03	1.9671184e+01 
2.6768928e+03	1.9722929e+01 
2.6769928e+03	1.9051292e+01 
2.6770928e+03	1.9720915e+01 
2.6771928e+03	1.9556497e+01 
2.6772928e+03	1.9709201e+01 
2.6773928e+03	1.9717904e+01 
2.6774928e+03	1.9719026e+01 
2.6775928e+03	1.9599406e+01 
2.6776928e+03	1.9664466e+01 
2.6777928e+03	1.9526792e+01 
2.6778928e+03	1.9583623e+01 
2.6779928e+03	1.9538866e+01 
2.6780928e+03	1.9679955e+01 
2.6781928e+03	1.9501628e+01 
2.6782928e+03	1.9336116e+01 
2.6783928e+03	1.9288967e+01 
2.6784928e+03	1.9458030e+01 
2.6785928e+03	1.9566719e+01 
2.6786928e+03	1.9674397e+01 
2.6787928e+03	1.9665592e+01 
2.6788928e+03	1.9641603e+01 
2.6789928e+03	1.9677816e+01 
2.6790928e+03	1.9501808e+01 
2.6791928e+03	1.9667325e+01 
2.6792928e+03	1.9683624e+01 
2.6793928e+03	1.9659112e+01 
2.6794928e+03	1.9063875e+01 
2.6795928e+03	1.9545673e+01 
2.6796928e+03	1.9656700e+01 
2.6797928e+03	1.9464631e+01 
2.6798928e+03	1.9583493e+01 
2.6799928e+03	1.8942572e+01 
2.6800928e+03	1.9229107e+01 
2.6801928e+03	1.9181670e+01 
2.6802928e+03	1.8816277e+01 
2.6803928e+03	1.8460715e+01 
2.6804928e+03	1.9492262e+01 
2.6805928e+03	1.9598020e+01 
2.6806928e+03	1.9651087e+01 
2.6807928e+03	1.9619095e+01 
2.6808928e+03	1.9645757e+01 
2.6809928e+03	1.9645204e+01 
2.6810928e+03	1.9534177e+01 
2.6811928e+03	1.9546604e+01 
2.6812928e+03	1.9505969e+01 
2.6813928e+03	1.9140472e+01 
2.6814928e+03	1.9636939e+01 
2.6815928e+03	1.9609947e+01 
2.6816928e+03	1.9614861e+01 
2.6817928e+03	1.9177678e+01 
2.6818928e+03	1.9108236e+01 
2.6819928e+03	1.9299725e+01 
2.6820928e+03	1.9184216e+01 
2.6821928e+03	1.9565943e+01 
2.6822928e+03	1.9605713e+01 
2.6823928e+03	1.9521255e+01 
2.6824928e+03	1.9592903e+01 
2.6825928e+03	1.9324118e+01 
2.6826928e+03	1.9123222e+01 
2.6827928e+03	1.9590197e+01 
2.6828928e+03	1.9599613e+01 
2.6829928e+03	1.8781445e+01 
2.6830928e+03	1.9586931e+01 
2.6831928e+03	1.9531598e+01 
2.6832928e+03	1.9445672e+01 
2.6833928e+03	1.9579434e+01 
2.6834928e+03	1.9564928e+01 
2.6835928e+03	1.9545786e+01 
2.6836928e+03	1.9251049e+01 
2.6837928e+03	1.9250587e+01 
2.6838928e+03	1.9143064e+01 
2.6839928e+03	1.9120004e+01 
2.6840928e+03	1.9448564e+01 
2.6841928e+03	1.9538090e+01 
2.6842928e+03	1.9552147e+01 
2.6843928e+03	1.9502402e+01 
2.6844928e+03	1.9549532e+01 
2.6845928e+03	1.9529778e+01 
2.6846928e+03	1.9548305e+01 
2.6847928e+03	1.9433951e+01 
2.6848928e+03	1.9281909e+01 
2.6849928e+03	1.9409599e+01 
2.6850928e+03	1.9345839e+01 
2.6851928e+03	1.9544041e+01 
2.6852928e+03	1.9538170e+01 
2.6853928e+03	1.9004338e+01 
2.6854928e+03	1.9199638e+01 
2.6855928e+03	1.9438280e+01 
2.6856928e+03	1.8815888e+01 
2.6857928e+03	1.9531549e+01 
2.6858928e+03	1.9476023e+01 
2.6859928e+03	1.9424845e+01 
2.6860928e+03	1.9525821e+01 
2.6861928e+03	1.9432506e+01 
2.6862928e+03	1.9512758e+01 
2.6863928e+03	1.9518409e+01 
2.6864928e+03	1.9485219e+01 
2.6865928e+03	1.9398083e+01 
2.6866928e+03	1.9486308e+01 
2.6867928e+03	1.9496193e+01 
2.6868928e+03	1.9462343e+01 
2.6869928e+03	1.9481743e+01 
2.6870928e+03	1.9491616e+01 
2.6871928e+03	1.9472695e+01 
2.6872928e+03	1.9432678e+01 
2.6873928e+03	1.9000280e+01 
2.6874928e+03	1.9458637e+01 
2.6875928e+03	1.9421586e+01 
2.6876928e+03	1.8806007e+01 
2.6877928e+03	1.9015051e+01 
2.6878928e+03	1.9465486e+01 
2.6879928e+03	1.8945121e+01 
2.6880928e+03	1.9165788e+01 
2.6881928e+03	1.9147900e+01 
2.6882928e+03	1.9349704e+01 
2.6883928e+03	1.8612669e+01 
2.6884928e+03	1.8446732e+01 
2.6885928e+03	1.9128484e+01 
2.6886928e+03	1.9392206e+01 
2.6887928e+03	1.9414600e+01 
2.6888928e+03	1.9442765e+01 
2.6889928e+03	1.9433278e+01 
2.6890928e+03	1.9327742e+01 
2.6891928e+03	1.9426099e+01 
2.6892928e+03	1.9394162e+01 
2.6893928e+03	1.9305442e+01 
2.6894928e+03	1.9389736e+01 
2.6895928e+03	1.9385867e+01 
2.6896928e+03	1.9345300e+01 
2.6897928e+03	1.9330788e+01 
2.6898928e+03	1.9254680e+01 
2.6899928e+03	1.9357073e+01 
2.6900928e+03	1.9062547e+01 
2.6901928e+03	1.8944654e+01 
2.6902928e+03	1.9079682e+01 
2.6903928e+03	1.9377093e+01 
2.6904928e+03	1.8706917e+01 
2.6905928e+03	1.9246405e+01 
2.6906928e+03	1.9211511e+01 
2.6907928e+03	1.9234779e+01 
2.6908928e+03	1.9283524e+01 
2.6909928e+03	1.9063877e+01 
2.6910928e+03	1.8719251e+01 
2.6911928e+03	1.9368600e+01 
2.6912928e+03	1.9380174e+01 
2.6913928e+03	1.9273074e+01 
2.6914928e+03	1.9366401e+01 
2.6915928e+03	1.9336083e+01 
2.6916928e+03	1.8807215e+01 
2.6917928e+03	1.8932076e+01 
2.6918928e+03	1.9316915e+01 
2.6919928e+03	1.9357388e+01 
2.6920928e+03	1.9165250e+01 
2.6921928e+03	1.9033485e+01 
2.6922928e+03	1.9102342e+01 
2.6923928e+03	1.8134620e+01 
2.6924928e+03	1.9167609e+01 
2.6925928e+03	1.9150737e+01 
2.6926928e+03	1.9224162e+01 
2.6927928e+03	1.9260298e+01 
2.6928928e+03	1.9267975e+01 
2.6929928e+03	1.9288001e+01 
2.6930928e+03	1.9251941e+01 
2.6931928e+03	1.9301216e+01 
2.6932928e+03	1.9128000e+01 
2.6933928e+03	1.9137296e+01 
2.6934928e+03	1.8968936e+01 
2.6935928e+03	1.9216892e+01 
2.6936928e+03	1.9109849e+01 
2.6937928e+03	1.9299584e+01 
2.6938928e+03	1.9231296e+01 
2.6939928e+03	1.9062897e+01 
2.6940928e+03	1.8807805e+01 
2.6941928e+03	1.9124029e+01 
2.6942928e+03	1.9199749e+01 
2.6943928e+03	1.9243561e+01 
2.6944928e+03	1.8883130e+01 
2.6945928e+03	1.9241384e+01 
2.6946928e+03	1.9293592e+01 
2.6947928e+03	1.9279577e+01 
2.6948928e+03	1.9161460e+01 
2.6949928e+03	1.8660583e+01 
2.6950928e+03	1.8975644e+01 
2.6951928e+03	1.9150761e+01 
2.6952928e+03	1.9087109e+01 
2.6953928e+03	1.9267515e+01 
2.6954928e+03	1.8845968e+01 
2.6955928e+03	1.9272153e+01 
2.6956928e+03	1.8180790e+01 
2.6957928e+03	1.9262108e+01 
