0.000000000000000000e+00 2.707982311781237968e+03
5.000000000000000000e+04 2.375245715155756898e+03
1.000000000000000000e+05 2.130686926951007536e+03
1.500000000000000000e+05 1.965972115687219230e+03
2.000000000000000000e+05 1.904686418571813874e+03
2.500000000000000000e+05 1.851696868711486104e+03
3.000000000000000000e+05 1.805186503359860126e+03
3.500000000000000000e+05 1.763831788900467018e+03
4.000000000000000000e+05 1.725555873804004250e+03
4.500000000000000000e+05 1.682999935126744731e+03
5.000000000000000000e+05 1.599455343480902911e+03
5.500000000000000000e+05 1.506242768931678711e+03
6.000000000000000000e+05 1.415741372490325148e+03
6.500000000000000000e+05 1.356503557539996791e+03
7.000000000000000000e+05 1.299735781628459108e+03
7.500000000000000000e+05 1.260814869541429516e+03
8.000000000000000000e+05 1.231368924429807521e+03
8.500000000000000000e+05 1.208005247167904372e+03
9.000000000000000000e+05 1.188834215931114386e+03
9.500000000000000000e+05 1.172886912145613678e+03
1.000000000000000000e+06 1.159219064320756615e+03
