age,lum
5.065135e+00,2.851018e-01
5.096828e+00,2.851018e-01
5.128519e+00,2.857591e-01
5.160206e+00,2.857591e-01
5.191884e+00,2.857591e-01
5.223577e+00,2.864178e-01
5.255270e+00,2.864178e-01
5.286960e+00,2.870781e-01
5.318645e+00,2.870781e-01
5.350335e+00,2.877398e-01
5.382016e+00,2.877398e-01
5.413710e+00,2.884032e-01
5.445403e+00,2.884032e-01
5.477092e+00,2.884032e-01
5.508775e+00,2.890680e-01
5.540462e+00,2.890680e-01
5.572153e+00,2.897344e-01
5.603844e+00,2.897344e-01
5.635533e+00,2.904023e-01
5.667219e+00,2.904023e-01
5.698900e+00,2.910717e-01
5.730586e+00,2.910717e-01
5.762275e+00,2.910717e-01
5.793967e+00,2.917427e-01
5.825658e+00,2.917427e-01
5.857334e+00,2.924152e-01
5.889033e+00,2.924152e-01
5.920727e+00,2.930893e-01
6.015781e+00,2.937650e-01
6.174219e+00,2.951209e-01
6.300979e+00,2.964831e-01
6.459427e+00,2.978516e-01
6.617866e+00,2.999163e-01
6.776306e+00,3.013006e-01
6.903050e+00,3.026913e-01
7.093180e+00,3.047895e-01
7.251619e+00,3.061963e-01
7.410065e+00,3.076097e-01
7.568503e+00,3.097419e-01
7.758629e+00,3.118890e-01
7.948753e+00,3.140509e-01
8.138887e+00,3.162278e-01
8.329003e+00,3.176874e-01
8.519145e+00,3.206269e-01
8.709275e+00,3.228494e-01
8.899406e+00,3.243396e-01
9.121221e+00,3.273407e-01
9.311357e+00,3.296097e-01
9.533163e+00,3.326596e-01
9.754971e+00,3.357376e-01
9.976794e+00,3.388442e-01
